K_SGH,"V_SGHNAVN","K_FRADTO","D_TILDTO","C_SGHTYPE","C_INSTART","C_REGION","C_SORID","Region","Institution"
3009,"SKÆLSKØR, ANDELSFORENINGERNES",1976-04-01,1977-12-31,2,119,1085,6091000016007,"Sjælland","Privat"
3009,"SKÆLSKØR, ANDELSFORENINGERNES",1978-01-01,1982-12-31,2,106,1085,6091000016007,"Sjælland","Privat"
3009,"Gigthospitalet i Skælskør",1983-01-01,2010-06-18,2,150,1085,6091000016007,"Sjælland","Privat"
3009,"Center for sundhed og træning Skælskør",2010-06-19,2012-12-31,2,150,1085,6091000016007,"Sjælland","Privat"
3009,"Gigtforeningen - SANO",2013-01-01,2500-01-01,2,150,1085,6091000016007,"Sjælland","Privat"
3010,"Amtshospitalet i Nykøbing S",1976-04-01,2001-06-30,1,121,1085,6091000016007,"Sjælland","Øvrige"
3010,"Psykiatrihospitalet i Nykøbing Sj.",2001-07-01,2002-12-31,1,121,1085,6091000016007,"Sjælland","Øvrige"
3011,"DIANALUND, KOLONIEN FILADELFIA",1976-04-01,1977-12-31,2,119,1085,6091000016007,"Sjælland","Privat"
3011,"DIANALUND, KOLONIEN FILADELFIA",1978-01-01,1984-12-31,2,111,1085,6091000016007,"Sjælland","Privat"
3011,"DIANALUND, EPILEPSIHOSPITAL",1985-01-01,1985-12-31,2,101,1085,6091000016007,"Sjælland","Privat"
3011,"Epilepsihospitalet Filadelfia",1986-01-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3013,"HOLBÆK, SYGEHJEMMET I",1976-04-01,1977-12-31,1,122,1085,6091000016007,"Sjælland","Øvrige"
3013,"HOLBÆK, SYGEHJEMMET I",1978-01-01,1987-12-30,1,121,1085,6091000016007,"Sjælland","Øvrige"
3013,"HOLBÆK, SYGEHJEMMET I",1987-12-31,1991-12-31,1,450,1085,6091000016007,"Sjælland","Øvrige"
3014,"SORØ, SYGEHJEMMET I",1976-04-01,1977-12-31,1,122,1085,6091000016007,"Sjælland","Øvrige"
3014,"SORØ, SYGEHJEMMET I",1978-01-01,1987-12-30,1,121,1085,6091000016007,"Sjælland","Øvrige"
3014,"SORØ, SYGEHJEMMET I",1987-12-31,1991-12-31,1,450,1085,6091000016007,"Sjælland","Øvrige"
3015,"SORØ, ORTOPÆD-KIRURGISK SYGEHU",1976-04-01,1977-12-31,1,119,1085,6091000016007,"Sjælland","Øvrige"
3015,"SORØ, ORTOPÆDKIRURGISK SYGEHUS",1978-01-01,1988-12-31,1,111,1085,6091000016007,"Sjælland","Øvrige"
3016,"KORSØR SYGEHUS",1976-04-01,1977-12-31,1,111,1085,6091000016007,"Sjælland","Øvrige"
3016,"KORSØR SYGEHUS",1978-01-01,1992-12-31,1,102,1085,6091000016007,"Sjælland","Øvrige"
3017,"DIANALUND, PSYKIATRIHOSPITAL",1985-01-01,1985-12-31,1,121,1085,6091000016007,"Sjælland","Øvrige"
3017,"Psykiatrihospitalet Dianalund",1986-01-01,2002-12-31,1,121,1085,6091000016007,"Sjælland","Øvrige"
3018,"BEHANDLINGSINSTITUT, HASLEV",1986-01-01,1991-08-14,3,132,1085,6091000016007,"Sjælland",NA
3018,"Sclerosehospitalet i Haslev",1991-09-05,2004-03-31,2,132,1085,6091000016007,"Sjælland","Privat"
3018,"Sclerosehospitalet i Danmark",2004-04-01,2009-10-21,2,151,1085,6091000016007,"Sjælland","Privat"
3018,"Sclerosecentrene i Danmark",2009-10-22,2011-07-15,2,151,1085,6091000016007,"Sjælland","Privat"
3018,"Sclerosehospitalerne i Danmark",2011-07-16,2017-12-31,2,151,1085,6091000016007,"Sjælland","Privat"
3019,"Privathospitalet Valdemar",2002-01-01,2014-08-31,2,161,1085,6091000016007,"Sjælland","Privat"
3019,"Hospitalet Valdemar",2014-09-01,2018-02-28,2,161,1085,6091000016007,"Sjælland","Privat"
3020,"BUP klinik v/speciallæge i børne- & ungdomspsyk Ingrid Sindø",2008-09-01,2015-08-13,2,162,1085,6091000016007,"Sjælland","Privat"
3021,"Privathospitalet Sorana, Sorø",2008-09-01,2013-06-12,2,161,1085,6091000016007,"Sjælland","Privat"
3022,"Psykiatrihospitalet Skovhus, Granhøjen",2007-01-01,2011-07-05,2,162,1085,6091000016007,"Sjælland","Privat"
3022,"Skovhus Privathospital",2011-07-06,2500-01-01,2,162,1085,6091000016007,"Sjælland","Privat"
3023,"Hjertemedicinsk Klinik",2009-01-01,2020-03-05,2,161,1085,6091000016007,"Sjælland","Privat"
3024,"Hudlægeklinikken i Slagelse",2009-05-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3025,"Hospicegården Filadelfia",2009-11-01,2500-01-01,2,170,1085,6091000016007,"Sjælland","Privat"
3026,"Allergiklinikken i Slagelse",2011-05-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3027,"Forvandlingshuset",2012-01-01,2500-01-01,2,162,1085,6091000016007,"Sjælland","Privat"
3028,"Hjemmefødselsordningen Sjælland",2014-01-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3029,"Billeddiagnostisk Selskab",2016-03-01,2016-10-31,2,161,1085,6091000016007,"Sjælland","Privat"
3029,"Selandiaklinikken A/S",2016-11-01,2019-04-30,2,161,1085,6091000016007,"Sjælland","Privat"
3030,"Aleris-Hamlet, Ringsted",2017-05-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3500,"Storstrømmens Sygehus",2002-01-01,2009-02-28,1,102,1085,6091000016007,"Sjælland","Øvrige"
3501,"Centralsygehuset i Næstved",1976-04-01,2006-06-30,1,102,1085,6091000016007,"Sjælland","Øvrige"
3502,"Centralsygehuset i Nykøbing F",1976-04-01,2006-06-30,1,103,1085,6091000016007,"Sjælland","Øvrige"
3503,"FAKSE, AMTSSYGEHUSET I",1976-04-01,1977-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
3503,"FAKSE, AMTSSYGEHUSET I",1978-01-01,1993-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3503,"Amtssygehuset i Fakse",1994-01-01,2006-06-30,1,105,1085,6091000016007,"Sjælland","Øvrige"
3504,"MARIBO, AMTSSYGEHUSET I",1976-04-01,1977-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
3504,"MARIBO, AMTSSYGEHUSET I",1978-01-01,1989-12-31,1,111,1085,6091000016007,"Sjælland","Øvrige"
3505,"NAKSKOV, AMTSSYGEHUSET I",1976-04-01,1977-12-31,1,103,1085,6091000016007,"Sjælland","Øvrige"
3505,"NAKSKOV, AMTSSYGEHUSET I",1978-01-01,1993-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3505,"Amtssygehuset i Nakskov",1994-01-01,2006-06-30,1,105,1085,6091000016007,"Sjælland","Øvrige"
3506,"STEGE, AMTSSYGEHUSET I",1976-04-01,1977-12-31,1,104,1085,6091000016007,"Sjælland","Øvrige"
3506,"Amtssygehuset i Stege",1978-01-01,2006-06-30,1,105,1085,6091000016007,"Sjælland","Øvrige"
3507,"VORDINGBORG, AMTSHOSPITALET I",1976-04-01,1993-12-31,1,121,1085,6091000016007,"Sjælland","Øvrige"
3507,"Psykiatrien i Storstrøm Amt",2001-01-01,2009-02-28,1,121,1085,6091000016007,"Sjælland","Øvrige"
3512,"SAKSKØBING, BEHANDLINGSHJEMMET",1977-01-01,1983-12-31,1,122,1085,6091000016007,"Sjælland","Øvrige"
3512,"SAKSKØBING BEHANDL.HJ SAXENHØJ",1984-01-01,1988-12-31,1,121,1085,6091000016007,"Sjælland","Øvrige"
3514,"Cataractklinikken i Næstved",2002-01-01,2011-09-08,2,161,1085,6091000016007,"Sjælland","Privat"
3517,"Speciallæge Axel Bomholt",2004-01-01,2017-04-30,2,161,1085,6091000016007,"Sjælland","Privat"
3518,"Ryg & Orto",2004-09-01,2011-05-20,2,161,1085,6091000016007,"Sjælland","Privat"
3519,"Øjenlæge Jens Højbjerg",2006-01-01,2020-03-05,2,161,1085,6091000016007,"Sjælland","Privat"
3520,"Kirurgisk Center Møn",2006-01-01,2017-02-03,2,161,1085,6091000016007,"Sjælland","Privat"
3520,"Center for kirurgi & Åreknudecenter",2017-02-04,2017-09-01,2,161,1085,6091000016007,"Sjælland","Privat"
3520,"Aareknudecenter",2017-09-02,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3521,"Privatklinikken Guldborgsund",2006-05-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3522,"Guldborgsund Øjenklinik",2006-09-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3523,"Privathospitalet Møn",2008-04-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3524,"Hudlægen i Næstved/v. Niels Bech-Thomsen",2007-01-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3525,"Øjenkirurgisk Center Fakse",2008-08-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3526,"Svanevig Hospice",2010-01-01,2500-01-01,2,170,1085,6091000016007,"Sjælland","Privat"
3527,"Ortopædklinikken i Nykøbing F",2009-05-01,2016-03-05,2,161,1085,6091000016007,"Sjælland","Privat"
3528,"Børnelæge og Allergiklinik, Birgitte F. Videbæk",2010-05-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3529,"Speciallæge i pædiatri Jesper Brandt Andersen",2011-08-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3530,"Aareknudeklinikken, Næstved",2012-02-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3531,"Øjencenter Maribo",2016-11-01,2500-01-01,2,161,1085,6091000016007,"Sjælland","Privat"
3800,"Region Sjællands Sygehusvæsen",2007-01-01,2500-01-01,1,102,1085,6091000016007,"Sjælland","Øvrige"
4001,"Bornholms Centralsygehus",1976-04-01,2007-08-31,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
4001,"Bornholms Hospital",2007-09-01,2500-01-01,1,103,1084,6111000016004,"Hovedstaden","Øvrige"
4002,"NEXØ SYGEHUS",1976-04-01,1977-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
4002,"NEXØ SYGEHUS",1978-01-01,1990-12-31,1,111,1084,6111000016004,"Hovedstaden","Øvrige"
4004,"SVANEKE SYGEHUS",1976-04-01,1977-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
4004,"SVANEKE SYGEHUS",1978-01-01,1983-12-31,1,106,1084,6111000016004,"Hovedstaden","Øvrige"
4005,"ÅKIRKEBY SYGEHUS",1976-04-01,1977-12-31,1,104,1084,6111000016004,"Hovedstaden","Øvrige"
4005,"ÅKIRKEBY SYGEHUS",1978-01-01,1982-12-31,1,106,1084,6111000016004,"Hovedstaden","Øvrige"
4010,"Speciallæge Juergen Schwarzenburg",2009-06-01,2010-04-06,2,162,1084,6111000016004,"Hovedstaden","Privat"
4201,"SYGEHUS FYN SVENDBORG",1976-04-01,1998-12-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
4202,"OUH Odense Universitetshospital",1976-04-01,2500-01-01,1,101,1083,6101000016001,"Syddanmark","Øvrige"
4203,"NYBORG SYGEHUS",1976-04-01,1977-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
4203,"SYGEHUS FYN NYBORG",1978-01-01,1998-12-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
4204,"FÅBORG SYGEHUS",1976-04-01,1977-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
4204,"SYGEHUS FYN FAABORG",1978-01-01,1998-12-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
4205,"RINGE SYGEHUS",1976-04-01,1977-12-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
4205,"SYGEHUS FYN RINGE",1978-01-01,1998-12-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
4206,"MIDDELFART SYGEHUS",1976-04-01,1977-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
4206,"SYGEHUS FYN MIDDELFART",1978-01-01,1998-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
4207,"RUDKØBING SYGEHUS",1976-04-01,1977-12-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
4207,"SYGEHUS FYN RUDKØBING",1978-01-01,1998-12-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
4208,"ÆRØSKØBING SYGEHUS",1976-04-01,1977-12-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
4208,"SYGEHUS FYN ÆRØSKØBING",1978-01-01,1998-12-31,1,105,1083,6101000016001,"Syddanmark","Øvrige"
4209,"BOGENSE SYGEHUS",1976-04-01,1977-12-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
4209,"SYGEHUS FYN BOGENSE",1978-01-01,1998-12-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
4210,"ASSENS SYGEHUS",1976-04-01,1977-12-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
4210,"SYGEHUS FYN ASSENS",1978-01-01,1998-12-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
4211,"KERTEMINDE SYGEHUS",1976-04-01,1983-12-31,1,139,1083,6101000016001,"Syddanmark","Øvrige"
4212,"Sygehus Fyn",1999-01-01,2008-11-30,1,102,1083,6101000016001,"Syddanmark","Øvrige"
4212,"OUH Svendborg Sygehus",2008-12-01,2016-03-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
4212,"Psykiatrien Svendborg og Middelfart",2016-04-01,2500-01-01,1,121,1083,6101000016001,"Syddanmark","Øvrige"
4213,"Speciallæge Torben Norre Rasmussen",2016-04-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4215,"MIDDELFART, DR. ALEXANDRINES G",1976-04-01,1984-12-31,1,139,1083,6101000016001,"Syddanmark","Øvrige"
4215,"MIDDELFART, DR. ALEXANDRINES G",1985-01-01,1985-12-31,2,139,1083,6101000016001,"Syddanmark","Privat"
4215,"Dr. Alexandrines Gigtsanatorium",1986-01-01,2010-06-16,2,150,1083,6101000016001,"Syddanmark","Privat"
4215,"Center for sundhed og træning Middelfart",2010-06-17,2014-07-01,2,150,1083,6101000016001,"Syddanmark","Privat"
4216,"Middelfart, Ringgården",1976-04-01,2009-02-28,2,180,1083,6101000016001,"Syddanmark","Privat"
4216,"Middelfart, Ringgården",2009-03-01,2019-12-31,2,162,1083,6101000016001,"Syddanmark","Privat"
4217,"FÅBORG, HVEDHOLM PLEJEHJEM",1983-01-01,1983-12-31,1,121,1083,6101000016001,"Syddanmark","Øvrige"
4218,"SYGEHUS FYN MIDDELFART, PSYK. AFD.",1994-04-08,1998-12-31,1,121,1083,6101000016001,"Syddanmark","Øvrige"
4220,"Privathospitalet H.C. Andersen Klinikken",1995-10-11,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4221,"Øjenoperationsklinikken KAEK A/S",2002-01-01,2015-08-08,2,161,1083,6101000016001,"Syddanmark","Privat"
4222,"Privathospitalet Mariahjemmet",2002-01-01,2017-09-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4223,"Karkirurgisk Speciallægeklinik",2002-01-01,2011-08-12,2,161,1083,6101000016001,"Syddanmark","Privat"
4224,"Øjenklinik ved Øjenlæge Anders Hansen",2003-01-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
4225,"Siems Jørgen Siemssen",2003-01-01,2015-09-22,2,161,1083,6101000016001,"Syddanmark","Privat"
4226,"Speciallæge i plastikkirurgi, Erik Løntoft",2003-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4227,"Øjenlæge Rune Rask",2003-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4228,"Ortopædkirurgisk Klinik - Fyn",2003-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4229,"Røntgenklinikken Bondovej",2003-01-01,2007-03-31,2,161,1083,6101000016001,"Syddanmark","Privat"
4230,"Privatklinikken Ortopædisk Kirurgi",2003-01-01,2007-03-31,2,161,1083,6101000016001,"Syddanmark","Privat"
4230,"Kragh Petersen Privatklinikken Bondovej",2007-04-01,2012-02-19,2,161,1083,6101000016001,"Syddanmark","Privat"
4230,"Privatklinikken Bondovej",2012-02-20,2018-03-31,2,161,1083,6101000016001,"Syddanmark","Privat"
4231,"Kirurgisk klinik Svendborg",2003-01-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
4232,"Privathosp. Mariahjemmet v. øjenlæge Birger Bro Christensen",2004-01-01,2011-09-08,2,161,1083,6101000016001,"Syddanmark","Privat"
4234,"Klinik for klinisk Neurofysiologi",2005-08-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4235,"RygXperten",2008-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4260,"Retsmedicinsk Institut, Odense",2000-01-01,2500-01-01,3,139,1083,6101000016001,"Syddanmark",NA
4261,"Ortopædkirurgisk Klinik Sydfyn",2004-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4262,"Hjertemedicinsk Testcenter, Odense",2004-01-01,2011-11-22,2,161,1083,6101000016001,"Syddanmark","Privat"
4263,"Odense IVF-Klinik",2005-09-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4264,"Gråbrødreklinikken",2008-02-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4265,"Ortopædisk Hospital i Odense ApS",2009-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4270,"Hospice Fyn",2004-10-01,2500-01-01,2,170,1083,6101000016001,"Syddanmark","Privat"
4271,"Hjertelungeklinikken",2006-01-01,2018-03-31,2,161,1083,6101000016001,"Syddanmark","Privat"
4272,"Absalonhus Øjenkirurgisk Klinik",2007-02-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4273,"Speciallægeklinikken Privathospitalet Hunderup",2007-07-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
4274,"Ortopædisk Klinik Odense ApS",2007-08-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4275,"Esbjerg Øjenkirurgisk Klinik",2008-06-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4276,"Thava Middelfart",2008-08-01,2011-12-31,2,161,1083,6101000016001,"Syddanmark","Privat"
4277,"Psykiatrisk Privatklinik v. Speciallæge Else Kretzschmar",2010-03-01,2500-01-01,2,162,1083,6101000016001,"Syddanmark","Privat"
4278,"Aareknudeklinikken, Odense",2012-02-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
4279,"Privathospitalet Medicon",2012-06-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
4280,"Hospice Sydfyn",2012-09-01,2500-01-01,2,170,1083,6101000016001,"Syddanmark","Privat"
4281,"Den Velgørende Assistent",2016-06-01,2017-09-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4282,"Verdens Kirurgisk Kosmotologisk Center",2017-09-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4283,"Progardia Healthcare",2021-03-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
4500,"Det Præhospitale Område",2017-01-01,2500-01-01,1,141,1083,6101000016001,"Syddanmark","Øvrige"
5000,"Sygehus Sønderjylland",2011-01-01,2500-01-01,1,101,1083,6101000016001,"Syddanmark","Øvrige"
5001,"Sønderborg Sygehus",1976-04-01,2007-04-30,1,102,1083,6101000016001,"Syddanmark","Øvrige"
5001,"Sygehus Sønderjylland, Sønderborg",2007-05-01,2015-12-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
5002,"HADERSLEV SYGEHUS",1976-04-01,1977-12-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
5002,"Haderslev Sygehus",1978-01-01,2007-04-30,1,103,1083,6101000016001,"Syddanmark","Øvrige"
5002,"Sygehus Sønderjylland, Haderslev",2007-05-01,2015-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
5003,"TØNDER SYGEHUS",1976-04-01,1977-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
5003,"Tønder Sygehus",1978-01-01,2007-04-30,1,104,1083,6101000016001,"Syddanmark","Øvrige"
5003,"Sygehus Sønderjylland, Tønder",2007-05-01,2015-12-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
5004,"ÅBENRÅ SYGEHUS",1976-04-01,1977-12-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
5004,"Aabenraa Sygehus",1978-01-01,2007-04-30,1,103,1083,6101000016001,"Syddanmark","Øvrige"
5004,"Sygehus Sønderjylland, Aabenraa",2007-05-01,2015-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
5007,"GRÅSTEN, KONG CHR.X'S GIGTHOSP",1976-04-01,1977-12-31,2,119,1083,6101000016001,"Syddanmark","Privat"
5007,"Kong Chr. X's Gigthosp., Gråsten",1978-01-01,2019-07-31,2,150,1083,6101000016001,"Syddanmark","Privat"
5007,"Dansk Gigthospital",2019-08-01,2500-01-01,2,150,1083,6101000016001,"Syddanmark","Privat"
5008,"Augustenborg Sygehus",1976-04-01,2004-06-30,1,121,1083,6101000016001,"Syddanmark","Øvrige"
5008,"Sygehuspsykiatrien i Sønderjylland",2004-07-01,2013-11-30,1,121,1083,6101000016001,"Syddanmark","Øvrige"
5008,"PSY Psykiatrien (Aabenraa/ Augustenborg/Haderslev/Tønder)",2013-12-01,2016-03-31,1,121,1083,6101000016001,"Syddanmark","Øvrige"
5008,"PSY Psykiatrien (Aabenraa)",2016-04-01,2500-01-01,1,121,1083,6101000016001,"Syddanmark","Øvrige"
5010,"Sydgården",1987-02-01,2009-02-28,2,180,1083,6101000016001,"Syddanmark","Privat"
5010,"Sydgården",2009-03-01,2020-03-05,2,162,1083,6101000016001,"Syddanmark","Privat"
5011,"Øjenlæge Hans Erik Aamand",2002-01-01,2011-07-01,2,161,1083,6101000016001,"Syddanmark","Privat"
5012,"Kongevejsklinikken",2002-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
5013,"Privathospitalet Kollund",2003-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
5014,"Privatsygehus Danmark, Tønder ApS",2004-01-01,2012-02-28,2,161,1083,6101000016001,"Syddanmark","Privat"
5015,"Øjenlæge Marianne Berthelsen",2004-11-01,2007-10-31,2,161,1083,6101000016001,"Syddanmark","Privat"
5016,"Kollund Rygklinik",2006-01-01,2011-03-29,2,161,1083,6101000016001,"Syddanmark","Privat"
5017,"HospiceSønderjylland",2006-06-01,2500-01-01,2,170,1083,6101000016001,"Syddanmark","Privat"
5018,"Kongevejsklinikken",2006-03-01,2010-05-29,2,161,1083,6101000016001,"Syddanmark","Privat"
5019,"Syddansk Smerteklinik Haderslev",2008-02-01,2016-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
5020,"Sundhed4u",2010-01-01,2012-02-11,2,161,1083,6101000016001,"Syddanmark","Privat"
5021,"Egelundklinikken",2010-10-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
5022,"RCT-Jylland",2013-04-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
5023,"Øjenlæge Susanne Tvede Andersen",2017-03-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
5024,"Kirurgisk Klinik Sønderborg",2018-01-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
5501,"Esbjerg Centralsygehus",1976-04-01,2005-01-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
5501,"Sydvestjysk Sygehus",2005-02-01,2500-01-01,1,102,1083,6101000016001,"Syddanmark","Øvrige"
5502,"RIBE SYGEHUS",1976-04-01,1977-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
5502,"Ribe Sygehus",1978-01-01,2005-01-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
5503,"VARDE SYGEHUS",1976-04-01,1977-12-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
5503,"Varde Sygehus",1978-01-01,2005-01-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
5504,"GRINDSTED SYGEHUS",1976-04-01,1977-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
5504,"Grindsted Sygehus",1978-01-01,2005-01-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
5505,"Brørup Sygehus",1976-04-01,2005-01-31,1,111,1083,6101000016001,"Syddanmark","Øvrige"
5506,"Amtssygehuset (Ribe Amt)",1976-04-01,2007-04-30,1,121,1083,6101000016001,"Syddanmark","Øvrige"
5506,"Psykiatricenter Vest Esbjerg Ribe",2007-05-01,2015-11-05,1,121,1083,6101000016001,"Syddanmark","Øvrige"
5506,"PSY Psykiatrien (Esbjerg)",2015-11-06,2500-01-01,1,121,1083,6101000016001,"Syddanmark","Øvrige"
5508,"RIBELUND SYGEAFDELING",1980-01-01,1985-12-31,1,119,1083,6101000016001,"Syddanmark","Øvrige"
5508,"SYGEAFDELINGEN, RIBELUND",1986-01-01,1988-12-31,1,119,1083,6101000016001,"Syddanmark","Øvrige"
5509,"Reumaklinik Danmark ApS",2007-10-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
5510,"Hjertecenter Varde",1997-01-01,2016-07-31,2,161,1083,6101000016001,"Syddanmark","Privat"
5510,"Privathospital Varde",2016-08-01,2019-10-04,2,161,1083,6101000016001,"Syddanmark","Privat"
5511,"Ortopædkirurgisk Center, Varde",2002-01-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
5512,"Kirurgisk Klinik Esbjerg",2002-01-01,2004-06-30,2,161,1083,6101000016001,"Syddanmark","Privat"
5512,"Esbjerg Privathospital A/S",2004-07-01,2007-03-31,2,161,1083,6101000016001,"Syddanmark","Privat"
5513,"Søvnapnøcentret I/S",2002-01-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
5514,"Falck Rehab Varde",2003-09-01,2008-06-30,2,161,1083,6101000016001,"Syddanmark","Privat"
5515,"Øresneglen",2004-01-01,2011-10-13,2,161,1083,6101000016001,"Syddanmark","Privat"
5516,"Øjenklinikken Jyllandsgade",2004-07-01,2020-03-05,2,161,1083,6101000016001,"Syddanmark","Privat"
5517,"Hospice Sydvestjylland",2006-12-01,2500-01-01,2,170,1083,6101000016001,"Syddanmark","Privat"
5518,"Hud- og Laserklinikken, Esbjerg",2007-02-01,2017-04-30,2,161,1083,6101000016001,"Syddanmark","Privat"
5519,"Speciallæge Hans Ersgaard",2007-01-01,2015-08-08,2,161,1083,6101000016001,"Syddanmark","Privat"
5520,"Øjenklinikken Vejen",2007-03-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
5521,"Øjenklinikken Billund",2007-01-01,2500-01-01,2,161,1083,6101000016001,"Syddanmark","Privat"
6002,"BRÆDSTRUP SYGEHUS",1976-04-01,1977-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
6002,"Brædstrup Sygehus",1978-01-01,2009-01-31,1,104,1083,6101000016001,"Syddanmark","Øvrige"
6003,"FREDERICIA SYGEHUS",1976-04-01,1977-12-31,1,102,1083,6101000016001,"Syddanmark","Øvrige"
6003,"Fredericia Sygehus",1978-01-01,2006-12-31,1,103,1083,6101000016001,"Syddanmark","Øvrige"
6004,"Give Sygehus",1976-04-01,2011-09-30,1,111,1083,6101000016001,"Syddanmark","Øvrige"
6005,"Psykiatrien & BUC i Reg. Midt",2007-01-01,2007-12-31,1,121,1082,6081000016005,"Midtjylland","Øvrige"
6005,"Psykiatrien i RM, Horsens",2008-01-01,2012-05-05,1,121,1082,6081000016005,"Midtjylland","Øvrige"
